"","report_id","AGENT","IS_LOCAL","EDU_LEVEL","MARRY_STATUS","SALARY","HAS_FUND","Y","gender","domicile","debt_amount","loantype1_cnt","loantype2_cnt","loantype3_cnt","guarantee1_cnt","guarantee2_cnt","query1","query2","query3","account1","account2","account3","balance_sum","institutions_cnt","used_amount_sum","ovd_yuqi_n1","ovd_yuqi_n2","ovd_yuqi_n3"
"6777",1817512,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","320682",30318,0,6,0,0,3,12,0,13,1,0,1,11310,7,12945,0,0,2
"6778",1817531,"missing","本地籍","专科及以下","未婚",-1,0,0,"女","320283",68039,0,5,0,0,5,2,0,10,1,0,1,19564,7,44263,0,0,2
"6779",1817568,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","320830",92749,0,5,0,0,7,7,0,3,1,0,1,21578,8,35539,0,0,1
"6780",1817621,"missing","非本地籍","本科","已婚",-1,0,0,"男","320924",27500,0,2,0,0,2,11,0,11,1,0,1,5500,3,21281,0,1,2
"6781",1817724,"missing","非本地籍","本科","未婚",-1,0,0,"女","330682",169260,0,9,0,0,7,0,0,8,1,0,1,36572,8,54491,0,0,2
"6782",1819454,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","350583",146997,1,7,0,1,11,20,0,19,1,0,1,18812,14,86983,0,0,0
"6783",1820049,"APP","非本地籍","专科及以下","已婚",2,0,0,"男","430424",62000,0,1,0,0,8,2,0,5,1,0,1,10200,6,39473,0,0,2
"6784",1820951,"APP","本地籍","专科及以下","未婚",3,0,0,"男","360302",23098,0,3,0,0,1,10,0,9,1,0,1,9909,3,10629,0,0,0
"6785",1822208,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","340823",144000,1,0,0,0,18,14,0,8,1,0,1,1254,8,93220,0,5,5
"6786",1822245,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","430105",36500,0,0,0,0,7,1,0,2,0,0,1,0,5,29894,0,0,3
"6787",1822264,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","411321",12500,0,3,0,0,2,2,0,8,1,0,1,5600,4,8363,0,0,2
"6788",1822646,"missing","本地籍","专科及以下","未婚",-1,0,0,"女","340123",54000,0,3,0,0,7,12,0,9,1,0,1,8612,8,16261,0,0,1
"6789",1822869,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","330902",96800,0,3,0,0,6,5,3,8,1,0,1,30388,7,54122,0,0,3
"6790",1822983,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","310228",49479,0,4,0,0,6,12,0,8,1,1,1,6171,9,35119,0,0,3
"6791",1823088,"missing","本地籍","本科","未婚",-1,1,0,"女","421002",31050,0,9,0,0,1,1,0,3,1,0,1,17536,4,4745,0,2,2
"6792",1823167,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","320684",40188,0,4,0,0,6,3,0,2,1,0,1,8832,6,19454,0,0,2
"6793",1823231,"missing","本地籍","专科及以下","离异",-1,1,0,"女","370105",127500,0,1,0,0,10,0,0,6,1,0,1,1227,7,96219,0,3,6
"6794",1823288,"missing","非本地籍","专科及以下","已婚",-1,0,0,"女","422202",127000,0,6,0,0,2,0,0,8,1,0,1,79072,6,22446,0,0,1
"6795",1823494,"missing","本地籍","本科","已婚",-1,0,0,"女","330105",83912,0,5,0,0,17,28,0,6,1,0,1,19169,11,18942,0,2,2
"6796",1823525,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","140581",34233,0,7,0,0,7,14,0,7,1,0,1,6040,8,27056,0,0,2
"6797",1823806,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","330324",9500,0,2,0,0,2,15,0,9,1,0,1,3922,4,308,0,0,6
"6798",1823871,"missing","非本地籍","本科","已婚",-1,0,0,"男","340824",108000,0,1,0,0,10,3,0,4,1,0,1,7000,7,98001,0,0,7
"6799",1823916,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","430722",8,0,0,0,0,1,5,0,11,0,0,1,0,1,0,0,0,6
"6800",1823942,"missing","本地籍","专科及以下","未婚",-1,1,0,"女","410327",40000,0,1,0,0,9,13,0,4,1,0,1,8000,7,28496,0,0,1
"6801",1824018,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","330881",29500,0,2,0,0,6,12,0,14,1,0,1,2834,6,20614,0,0,0
"6802",1824048,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","341221",87878,0,10,0,0,6,7,0,13,1,0,1,22015,9,33687,0,0,0
"6803",1824731,"APP","本地籍","专科及以下","已婚",5,1,0,"男","430426",44000,0,1,0,0,1,3,0,4,1,0,1,12000,3,20075,0,0,0
"6804",1825878,"APP","本地籍","专科及以下","未婚",4,1,1,"女","210181",47758,0,2,0,0,2,11,0,1,1,0,1,8343,3,6279,0,0,0
"6805",1826210,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","232331",11000,0,0,0,0,3,5,0,2,0,0,1,0,2,6173,0,0,0
"6806",1826424,"APP","本地籍","本科","未婚",4,1,0,"男","330382",92300,0,3,0,0,4,4,0,8,1,0,1,58536,6,136712,0,0,1
"6807",1826835,"APP","非本地籍","专科及以下","未婚",3,1,0,"男","340222",25605,0,7,0,0,6,47,0,7,1,0,1,9269,9,14990,0,0,2
"6808",1826850,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","370983",347800,0,11,1,0,2,3,1,9,1,0,1,342971,8,3614,0,0,1
"6809",1826949,"APP","本地籍","专科及以下","未婚",2,0,0,"男","130828",19550,0,3,0,1,1,3,0,3,1,0,1,5921,5,9231,0,0,0
"6810",1827740,"APP","本地籍","专科及以下","已婚",3,0,1,"男","132529",93000,2,0,0,0,3,10,0,1,1,0,1,70000,3,14062,0,1,0
"6811",1827976,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","220724",75377,0,1,0,0,9,7,0,4,1,0,1,5700,7,62263,0,0,6
"6812",1828100,"missing","非本地籍","本科","未婚",-1,1,0,"男","130633",168601,0,1,0,0,11,10,0,7,1,0,1,8000,5,158267,0,0,4
"6813",1828212,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","350122",551000,20,1,0,1,9,20,1,11,1,0,1,449000,9,106342,0,25,1
"6814",1828671,"wechat","本地籍","专科及以下","已婚",2,1,0,"男","220723",373300,0,8,0,0,10,20,0,28,1,0,1,258486,14,65598,0,0,6
"6815",1828895,"wechat","本地籍","专科及以下","已婚",3,0,1,"女","230621",29000,0,0,0,0,2,3,0,1,0,0,1,0,2,17997,0,0,0
"6816",1829337,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","330382",81693,13,7,0,0,9,16,0,9,1,0,1,21166,12,41386,0,0,2
"6817",1829421,"APP","本地籍","专科及以下","未婚",3,0,0,"男","130628",48100,0,3,0,0,4,14,0,3,1,0,1,6505,7,14393,0,0,1
"6818",1829664,"missing","本地籍","本科","已婚",-1,0,0,"女","410802",129000,0,1,0,0,2,2,9,6,1,0,1,75961,3,49954,0,1,0
"6819",1829951,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","140103",51000,2,1,0,0,8,9,1,6,1,0,1,13000,7,31884,0,0,1
"6820",1830044,"APP","本地籍","本科","已婚",5,1,0,"男","320211",125000,2,3,0,0,7,1,1,3,1,0,1,56050,6,15160,0,0,2
"6821",1830652,"APP","本地籍","专科及以下","未婚",7,0,0,"女","350582",173018,0,1,0,0,11,8,1,2,1,0,1,14800,9,78083,0,0,0
"6822",1831498,"APP","本地籍","专科及以下","离婚",2,1,1,"男","130427",20000,0,0,0,0,1,4,0,7,0,0,1,0,2,0,0,0,2
"6823",1832490,"APP","本地籍","专科及以下","未婚",3,0,1,"女","210881",36287,0,2,0,0,1,2,0,4,1,0,1,15319,2,15510,0,1,0
"6824",1832515,"APP","本地籍","专科及以下","已婚",4,0,0,"男","321183",360000,0,1,1,0,1,2,0,2,1,1,1,295960,4,8407,0,1,0
"6825",1832769,"missing","本地籍","本科","离异",-1,0,0,"男","210103",693786,0,12,1,0,14,7,1,18,1,0,1,396712,14,188939,0,0,5
"6826",1832850,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","370902",172733,0,16,0,0,5,6,0,15,1,0,1,97824,12,49421,0,0,2
"6827",1832876,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","350104",179156,0,2,0,0,11,4,0,5,1,0,1,18266,9,116045,0,0,2
"6828",1832877,"APP","非本地籍","本科","离婚",3,0,0,"男","420300",100600,4,5,1,0,6,3,0,4,1,0,1,64894,6,8607,0,1,0
"6829",1833108,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","421024",102927,23,5,0,0,7,6,0,5,1,0,1,22482,9,23494,0,0,0
"6830",1833213,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","371083",19700,0,4,0,0,3,1,0,6,1,0,1,5253,5,12598,0,0,2
"6831",1833364,"missing","非本地籍","本科","未婚",-1,1,0,"女","411481",70000,0,0,0,0,8,3,0,1,0,0,1,0,4,75625,0,0,2
"6832",1833687,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","352202",50000,0,0,0,0,11,5,0,1,0,0,1,0,2,7160,0,0,2
"6833",1833738,"wechat","非本地籍","本科","已婚",4,1,0,"男","130532",16000,0,0,0,0,1,3,0,3,0,0,1,0,1,13239,0,0,0
"6834",1833805,"APP","本地籍","专科及以下","未婚",2,1,0,"男","342501",33428,0,3,0,0,6,8,1,28,1,0,1,4827,6,22951,0,0,0
"6835",1833854,"APP","非本地籍","专科及以下","已婚",5,1,0,"女","429004",110000,0,1,0,0,3,5,0,5,1,0,1,33283,4,13729,0,0,0
"6836",1833910,"APP","非本地籍","专科及以下","已婚",3,0,0,"男","130529",31500,0,1,0,0,10,7,0,3,1,0,1,250,3,13077,0,0,0
"6837",1834123,"missing","本地籍","专科及以下","已婚",-1,1,1,"男","320321",57250,0,1,0,0,5,16,1,4,1,0,1,1933,5,36281,0,1,0
"6838",1834234,"missing","本地籍","本科","已婚",-1,0,0,"男","360203",67833,0,4,0,0,4,1,0,12,1,0,1,12945,6,19893,0,0,2
"6839",1834323,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","350321",13000,0,0,0,0,4,0,0,0,0,0,1,0,2,12933,0,0,3
"6840",1834331,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","411330",35001,0,7,0,0,2,3,0,6,1,0,1,19059,10,1813,0,0,0
"6841",1834672,"rongzhijia","本地籍","专科及以下","已婚",2,0,1,"男","320924",42505,0,3,0,0,2,3,0,3,1,0,1,12942,5,13882,0,0,0
"6842",1834781,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","131002",59000,0,1,0,0,3,6,0,3,1,0,1,13000,4,41803,0,0,3
"6843",1834870,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","352229",264438,0,26,0,0,10,8,0,5,1,0,1,50810,10,83628,0,0,0
"6844",1834934,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","430121",42001,0,0,0,0,5,19,0,0,0,0,1,0,5,35689,0,0,0
"6845",1834997,"APP","非本地籍","本科","已婚",4,1,0,"男","352623",11000,0,0,0,0,2,4,0,4,0,0,1,0,2,8090,0,0,0
"6846",1835036,"missing","本地籍","本科","已婚",-1,0,0,"男","370783",18800,0,1,0,0,2,3,0,5,1,0,1,7353,4,7299,0,0,2
"6847",1835448,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","350583",50000,0,0,0,0,1,3,0,1,0,0,1,0,1,48656,0,0,0
"6848",1835647,"APP","本地籍","专科及以下","已婚",5,0,0,"男","330327",93200,0,3,0,0,11,8,1,8,1,0,1,11356,12,66468,0,0,4
"6849",1835862,"APP","非本地籍","专科及以下","已婚",7,0,0,"男","330302",747000,2,2,0,0,16,11,0,10,1,0,1,589600,9,70602,0,0,1
"6850",1837517,"APP","本地籍","专科及以下","已婚",3,1,0,"男","331004",520024,1,0,0,1,23,5,0,4,1,0,1,1e+05,14,77605,0,0,14
"6851",1837810,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","342524",53804,0,4,0,0,14,19,0,10,1,0,1,11057,9,35279,0,0,2
"6852",1837839,"missing","非本地籍","本科","未婚",-1,0,0,"女","142223",14098,0,4,0,0,10,6,0,9,1,0,1,3498,6,5215,0,0,1
"6853",1837846,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","370112",130300,0,3,0,0,7,5,0,8,1,0,1,19956,7,29034,0,1,1
"6854",1837909,"missing","非本地籍","本科","已婚",-1,0,1,"男","130825",350500,0,0,1,0,3,2,0,7,1,0,1,184762,8,66394,0,1,1
"6855",1838279,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","430626",30029,0,1,0,0,8,7,0,2,1,0,1,1507,6,12550,0,0,2
"6856",1838336,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","422822",74800,0,3,0,0,4,1,0,4,1,0,1,23962,5,37262,0,0,0
"6857",1838390,"missing","本地籍","本科","未婚",-1,0,0,"男","320482",99686,0,12,0,0,17,5,0,10,1,0,1,13632,14,63675,0,0,5
"6858",1838597,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","362204",257889,6,11,0,0,7,4,0,4,1,0,1,87008,14,55596,0,5,1
"6859",1838623,"missing","本地籍","本科","已婚",-1,0,1,"男","140624",11400,0,4,0,0,2,8,4,21,1,1,1,2117,6,7063,0,3,2
"6860",1838801,"wechat","本地籍","专科及以下","已婚",3,0,0,"男","330326",16000,0,0,0,0,5,6,0,1,0,0,1,0,3,13423,0,0,0
"6861",1838826,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","231102",8000,0,0,0,0,1,2,0,1,0,0,1,0,1,6637,0,0,1
"6862",1838922,"missing","本地籍","硕士及以上","已婚",-1,0,0,"女","140581",11300,0,1,0,0,10,19,1,7,1,0,1,1300,3,10010,0,0,1
"6863",1838960,"APP","本地籍","专科及以下","未婚",2,0,0,"男","130282",20000,0,0,0,0,3,8,0,0,0,0,1,0,3,12431,0,0,1
"6864",1839211,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","220303",24729,0,1,0,0,5,9,0,8,1,0,1,1729,3,15510,0,0,1
"6865",1839260,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","350823",81111,0,4,0,0,4,8,1,3,1,0,1,35983,7,33025,0,0,0
"6866",1839295,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","350725",128200,0,4,0,0,10,5,0,7,1,1,1,27682,13,49315,0,0,5
"6867",1839385,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","430382",41022,0,5,0,0,2,14,0,10,1,0,1,8470,7,14586,0,0,0
"6868",1839458,"missing","非本地籍","本科","已婚",-1,0,0,"男","352201",57700,0,3,0,0,13,9,0,4,1,0,1,8548,5,48521,0,0,2
"6869",1840123,"APP","非本地籍","专科及以下","未婚",3,1,1,"女","130406",13000,0,0,0,0,2,4,0,8,0,0,1,0,2,9245,0,0,0
"6870",1840246,"missing","非本地籍","本科","未婚",-1,0,0,"男","430424",57001,0,1,0,0,2,4,0,4,1,0,1,28515,3,13245,0,1,0
"6871",1840559,"missing","本地籍","本科","已婚",-1,0,0,"男","410603",385870,0,7,1,0,1,2,0,13,1,0,1,372468,7,6518,0,0,1
"6872",1840766,"APP","本地籍","未知","未婚",2,0,0,"男","231025",12900,0,3,0,0,3,14,1,29,1,0,1,7880,4,6537,0,0,0
"6873",1841134,"wechat","本地籍","专科及以下","已婚",4,0,0,"男","140522",133498,0,3,0,0,7,7,0,8,1,0,1,12898,8,103441,0,0,1
"6874",1841185,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","210811",182883,0,2,0,0,11,2,0,11,1,0,1,7774,11,96106,0,0,1
"6875",1842027,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","330326",24542,0,1,0,0,2,11,1,5,1,0,1,1500,3,8657,0,0,1
"6876",1842713,"APP","本地籍","专科及以下","已婚",3,0,0,"男","130322",23000,0,3,0,0,1,5,0,5,1,0,1,11000,3,2745,0,0,0
"6877",1842944,"APP","本地籍","专科及以下","已婚",3,0,0,"女","411330",40000,0,1,0,0,3,1,0,6,1,0,1,13000,2,17508,0,0,0
"6878",1843275,"APP","本地籍","本科","已婚",4,1,0,"女","321084",33000,0,0,0,0,4,5,0,2,0,0,1,0,3,23922,0,0,0
"6879",1843485,"missing","本地籍","本科","已婚",-1,1,0,"男","140224",126900,0,5,0,0,5,14,1,15,1,0,1,108575,7,13636,0,1,0
"6880",1843915,"missing","非本地籍","本科","已婚",-1,0,0,"女","371323",172850,0,1,0,0,11,11,1,2,1,1,1,14950,11,157733,0,0,1
"6881",1843926,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","362330",121551,0,3,0,0,8,7,1,9,1,0,1,55067,9,29588,0,1,2
"6882",1844131,"APP","本地籍","专科及以下","离婚",5,0,0,"女","350426",399009,0,2,1,0,4,5,0,6,1,0,1,84607,7,80309,0,0,0
"6883",1844262,"APP","非本地籍","专科及以下","未婚",3,1,0,"男","350702",2000,0,0,0,0,1,7,0,4,0,0,1,0,1,1733,0,0,1
"6884",1844278,"missing","非本地籍","本科","未婚",-1,0,0,"男","430124",148200,0,4,0,0,7,14,0,3,1,0,1,62688,9,71781,0,0,1
"6885",1844377,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","430124",45780,3,0,0,0,3,1,0,0,1,0,1,3865,4,19311,0,0,1
"6886",1844443,"rongzhijia","非本地籍","专科及以下","已婚",3,0,0,"男","340826",2300,0,0,0,0,2,4,0,2,0,0,1,0,2,4,0,0,1
"6887",1844673,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","410122",18100,0,4,0,0,4,16,0,11,1,0,1,8100,6,6465,0,0,0
"6888",1844969,"missing","非本地籍","未知","已婚",-1,0,0,"男","320724",62800,0,4,0,0,3,12,0,8,1,0,1,14476,5,30864,0,2,2
"6889",1844990,"missing","非本地籍","本科","已婚",-1,0,0,"男","372929",514400,1,0,0,0,3,6,2,5,1,0,1,5e+05,3,6668,1,4,1
"6890",1845116,"missing","非本地籍","未知","未婚",-1,1,0,"男","352201",111900,0,4,0,0,4,5,0,6,1,1,1,32273,9,62199,0,0,0
"6891",1845629,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","320303",40741,0,11,0,0,14,15,0,21,1,0,1,17270,14,14665,0,0,1
"6892",1845995,"missing","非本地籍","专科及以下","离异",-1,0,0,"男","362203",74757,0,10,0,0,12,10,1,9,1,0,1,13757,10,41294,0,0,4
"6893",1846226,"wechat","本地籍","本科","已婚",4,0,1,"男","210682",327213,0,21,0,0,12,6,1,37,1,1,1,102712,21,108235,0,1,1
"6894",1846400,"wechat","非本地籍","专科及以下","已婚",4,0,0,"男","330328",637001,1,0,0,0,10,9,2,1,1,0,1,480000,8,74705,0,0,1
"6895",1847129,"wechat","本地籍","专科及以下","已婚",2,0,0,"女","320882",99400,0,3,0,0,8,6,0,10,1,0,1,27870,8,43249,0,0,5
"6896",1847152,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","350123",52000,0,0,0,0,3,3,0,2,0,0,1,0,3,36755,0,0,1
"6897",1847748,"APP","本地籍","专科及以下","已婚",3,0,0,"男","331023",983550,1,7,1,1,7,15,2,16,1,0,1,869216,8,75686,0,0,0
"6898",1848059,"APP","本地籍","专科及以下","已婚",4,0,0,"女","350521",71000,0,2,0,0,8,19,1,13,1,0,1,15733,7,39704,0,0,2
"6899",1848637,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","310107",2177501,1,6,1,0,7,16,0,16,1,0,1,1790103,13,47178,0,2,6
"6900",1849002,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","371002",103154,0,11,0,0,15,18,0,7,1,1,1,26840,15,13733,0,0,0
"6901",1849397,"APP","本地籍","专科及以下","已婚",4,0,0,"男","232101",77000,0,0,0,0,4,1,0,2,0,0,1,0,4,41578,0,0,0
"6902",1849572,"APP","非本地籍","专科及以下","未婚",2,0,0,"男","142731",16000,0,0,0,0,4,6,0,5,0,0,1,0,2,10584,0,0,2
"6903",1849696,"missing","本地籍","专科及以下","未婚",-1,0,0,"女","350105",74800,0,4,0,0,5,16,0,8,1,0,1,39214,8,29899,0,0,0
"6904",1849761,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","410184",345420,0,3,0,0,10,20,1,9,1,0,1,92556,11,99983,0,0,0
"6905",1849781,"missing","非本地籍","本科","已婚",-1,1,0,"女","342401",165000,0,2,0,0,6,7,1,7,1,0,1,35821,7,83963,0,1,3
"6906",1849955,"missing","本地籍","专科及以下","未婚",-1,0,1,"男","211203",13000,0,0,0,0,2,3,0,4,0,0,1,0,2,8107,0,0,0
"6907",1849973,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","230604",5000,0,0,0,0,1,4,0,4,0,0,1,0,1,115,0,0,1
"6908",1850011,"wechat","本地籍","专科及以下","已婚",2,0,0,"女","142201",42000,0,0,0,0,16,18,0,9,0,0,1,0,5,36450,0,1,0
"6909",1850030,"missing","非本地籍","专科及以下","未婚",-1,1,1,"男","320830",9500,0,0,0,0,3,1,0,3,0,0,1,0,2,6481,0,0,1
"6910",1850083,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","410381",32323,0,3,0,0,3,9,0,5,1,0,1,10730,5,3066,0,0,3
"6911",1850149,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","370481",37713,94,11,0,0,1,1,0,2,1,0,1,16173,4,9258,0,0,1
"6912",1850202,"missing","非本地籍","本科","未婚",-1,0,0,"男","342425",335622,0,6,0,0,12,16,0,20,1,0,1,127343,14,103050,0,0,2
"6913",1850222,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","120110",19084,0,5,0,0,3,6,0,1,1,1,1,5354,6,3031,0,0,1
"6914",1850302,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","411221",113600,0,0,0,0,8,12,0,3,0,0,1,0,7,36293,0,0,0
"6915",1850375,"missing","非本地籍","本科","已婚",-1,0,0,"女","321321",148200,0,3,0,0,3,2,0,3,1,0,1,81625,6,33260,0,0,1
"6916",1850469,"missing","非本地籍","本科","已婚",-1,0,0,"男","342301",36000,0,0,0,0,3,3,0,2,0,0,1,0,3,26833,0,0,0
"6917",1850570,"missing","本地籍","专科及以下","离异",-1,0,0,"女","330724",18343,0,4,0,0,2,6,0,4,1,0,1,6432,4,2968,0,0,0
"6918",1850628,"missing","本地籍","本科","已婚",-1,1,0,"男","360424",56366,7,4,0,0,3,8,0,7,1,0,1,18403,8,16500,0,13,2
"6919",1850639,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","220523",61839,14,1,0,0,8,0,0,5,1,1,1,13442,10,30745,0,1,6
"6920",1850755,"missing","本地籍","本科","离异",-1,1,0,"女","321322",46000,0,2,0,0,3,3,0,4,1,0,1,20250,4,11055,0,0,0
"6921",1850892,"wechat","本地籍","专科及以下","已婚",7,1,0,"男","310112",67010,0,4,0,0,3,9,1,11,1,1,1,30845,9,27683,0,1,0
"6922",1851058,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","420114",109423,0,5,0,0,10,16,0,18,1,1,1,34419,13,68149,0,2,6
"6923",1851183,"missing","本地籍","本科","已婚",-1,0,0,"男","430425",61900,0,2,0,0,4,2,0,8,1,0,1,51900,4,0,0,0,4
"6924",1851310,"wechat","本地籍","专科及以下","已婚",-1,0,1,"男","120223",127422,3,8,0,0,7,29,0,21,1,0,1,83097,14,21028,0,6,4
"6925",1851841,"missing","非本地籍","专科及以下","离异",-1,1,0,"女","342623",92169,0,8,0,0,2,3,0,7,1,0,1,39680,5,53401,0,0,1
"6926",1851881,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","362429",501,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0
"6927",1852235,"missing","本地籍","专科及以下","其他",-1,0,0,"男","330521",416701,0,3,1,0,7,8,0,9,1,0,1,276953,8,23489,0,1,0
"6928",1852303,"missing","本地籍","本科","已婚",-1,1,0,"男","430124",518201,1,5,1,0,8,18,1,23,1,0,1,315475,14,103960,0,0,0
"6929",1853131,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","370306",29000,0,7,0,0,4,5,0,6,1,0,1,9541,5,9943,0,0,3
"6930",1855397,"missing","非本地籍","本科","已婚",-1,0,0,"男","310115",35000,0,1,0,0,3,6,0,5,1,0,1,7600,4,18674,0,0,3
"6931",1855739,"APP","本地籍","专科及以下","已婚",3,0,0,"男","360429",5000,0,0,0,0,1,5,0,2,0,0,1,0,1,1225,0,0,1
"6932",1855822,"wechat","非本地籍","本科","未婚",3,0,0,"男","140108",214500,1,1,0,0,16,5,0,6,1,0,1,16000,10,123308,0,1,1
"6933",1855824,"APP","本地籍","专科及以下","已婚",2,0,0,"女","142223",97500,0,1,0,0,5,3,0,12,1,0,1,6582,6,63648,0,0,0
"6934",1856336,"wechat","本地籍","专科及以下","已婚",4,0,0,"男","350521",189322,0,2,0,0,13,27,0,0,1,0,1,12634,11,53506,0,0,0
"6935",1856764,"missing","非本地籍","本科","已婚",-1,0,0,"男","130103",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6936",1856906,"missing","非本地籍","本科","已婚",-1,0,0,"男","142323",200500,0,1,0,0,14,5,0,4,1,0,1,20000,7,64160,0,0,6
"6937",1856962,"missing","本地籍","本科","已婚",-1,0,0,"男","350623",138500,0,4,0,0,5,6,0,6,1,0,1,57940,10,65808,0,0,7
"6938",1857055,"missing","非本地籍","本科","未婚",-1,0,0,"男","320924",33134,0,2,0,0,3,2,0,2,1,0,1,7007,5,24561,0,1,2
"6939",1857265,"missing","非本地籍","本科","已婚",-1,0,0,"女","232301",95600,0,2,0,0,4,1,0,5,1,0,1,27496,4,7281,0,0,4
"6940",1857299,"APP","本地籍","专科及以下","已婚",2,1,1,"男","142731",13000,0,0,0,0,11,6,0,3,0,0,1,0,3,13805,0,0,1
"6941",1857375,"missing","非本地籍","专科及以下","未婚",-1,0,0,"女","331022",207298,0,10,0,0,7,0,1,5,1,0,1,89245,10,76249,0,0,2
"6942",1857438,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","350123",90840,0,4,0,0,9,3,0,5,1,0,1,35066,8,47011,0,0,3
"6943",1857686,"missing","本地籍","本科","已婚",-1,0,0,"女","321181",7000,0,0,0,0,3,17,0,5,0,0,1,0,1,0,0,0,2
"6944",1857729,"missing","本地籍","本科","已婚",-1,0,0,"男","350426",98876,1,7,0,0,5,10,0,17,1,0,1,38841,12,46983,0,0,3
"6945",1858158,"APP","本地籍","专科及以下","未婚",2,1,0,"男","320123",204020,0,10,1,0,9,7,0,11,1,0,1,95434,18,47357,0,0,1
"6946",1858294,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","421023",70000,1,3,0,0,10,6,0,6,1,0,1,28991,6,34202,0,0,0
"6947",1858822,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","142322",85400,1,3,0,0,11,13,2,20,1,0,1,19167,11,70276,0,0,8
"6948",1859546,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","420704",45000,0,0,0,0,4,8,0,9,0,0,1,0,2,39005,0,0,2
"6949",1859948,"wechat","非本地籍","专科及以下","未婚",2,1,0,"男","350702",52080,0,1,0,1,2,14,0,5,1,0,1,1458,4,34762,0,0,0
"6950",1860338,"APP","非本地籍","专科及以下","已婚",5,1,0,"男","220882",72001,0,0,0,0,6,0,0,2,0,0,1,0,4,70270,0,0,4
"6951",1860867,"missing","本地籍","专科及以下","离异",-1,0,0,"男","320107",13001,0,0,0,0,5,4,0,10,0,1,1,0,4,2972,0,1,2
"6952",1861359,"APP","非本地籍","专科及以下","离婚",2,1,0,"女","310108",42000,0,2,0,0,4,9,0,6,1,0,1,15900,5,25114,0,1,2
